CodArea;NomArea;Calle;Portal;Bloque;Piso;Mano;NIA;Ref unica;FechaUlti;LectUlti;TipoLectUlti;FechaAnt;LectAnt;TipoLectAnt;Tarifa;F Alta
03003;AMA-3;1780;0005;;;;4255;1285788;2015-08-03;7;R;2015-04-24;7;R;01;2004-01-01
03003;AMA-3;1780;0005;;;;4255;1285766;2015-08-03;10;R;2015-04-24;9;R;01;2004-01-01
03003;AMA-3;1780;0005;;;;4255;1285755;2015-08-03;34;R;2015-04-24;33;R;01;2004-01-01
03003;AMA-3;1780;0004;;BJ;;3937;1861173;2015-07-27;1781;R;2015-04-24;1758;R;02;2011-11-29
03003;AMA-3;1780;0005;; 6;  A;102337;1286383;2015-08-03;569;R;2015-04-24;566;R;01;2004-01-01
03003;AMA-3;1970;0023;;BJ;;92481;1730197;2015-08-06;321;R;2015-04-29;317;R;02;2008-12-18
03003;AMA-3;1970;0014;; 2;DCH;105762;1059669;2015-08-06;678;R;2015-05-05;636;R;01;2011-05-01
03003;AMA-3;1970;0023;; 5;DCH;382094;1915025;2015-08-06;4078;R;2015-05-05;4050;R;01;2012-12-27
03003;AMA-3;1970;0023;; 4;IZD;105876;770121;2015-08-06;2555;R;2015-05-04;2529;R;01;1997-04-30
03003;AMA-3;1970;0023;; 3;IZD;179599;770109;2015-08-06;3509;R;2015-05-07;3480;R;01;1997-04-30
03003;AMA-3;1920;0008;;ST;;42861;431657;2015-07-30;8895;E;2015-04-22;8895;E;03;1990-09-01
03003;AMA-3;1970;0023;; 2;;312200;1958879;2015-08-06;277;E;2015-05-05;277;E;01;2013-11-05
03003;AMA-3;1970;0023;; 1;IZD;415810;1896080;2015-03-06;7886;R;2014-11-04;7842;R;01;2012-01-07
03003;AMA-3;1780;0004;;;;4204;1198322;2015-09-25;13600;R;2015-08-25;13425;R;10;2010-02-24
03003;AMA-3;1780;0005;;EN;  F;123010;1923473;2015-08-03;171;R;2015-04-24;167;R;02;2011-11-03
03003;AMA-3;1780;0005;; 6;  D;329733;1286407;2015-08-03;1385;R;2015-04-24;1370;R;01;2004-01-01
03003;AMA-3;1780;0005;; 6;  E;89593;1420190;2015-08-03;1111;R;2015-04-24;1091;R;01;2004-12-23
03003;AMA-3;1780;0005;; 6;  F;352654;1066592;2015-08-03;1714;R;2015-04-24;1702;R;01;2001-01-01
03003;AMA-3;1780;0005;;EN;  A;111640;1298733;2015-08-03;397;R;2015-04-24;392;R;02;2004-01-01
03003;AMA-3;1780;0005;;EN;  C;76145;1286452;2015-08-03;130;R;2015-04-24;130;R;02;2004-01-01
03003;AMA-3;1970;0014;; 4;DCH;105774;1287488;2015-08-06;1465;R;2015-02-06;1424;R;01;2004-01-01
03003;AMA-3;1780;0005;;EN;  E;80341;1286430;2015-08-03;56;R;2015-04-24;56;R;02;2004-01-01
03003;AMA-3;1780;0005;; 1;  B;84605;1850602;2015-08-03;43;R;2015-04-24;37;R;01;2011-02-02
03003;AMA-3;1780;0005;;EN;  G;311612;1298777;2015-08-03;229;R;2015-04-24;229;R;02;2004-01-01
03003;AMA-3;1780;0005;;ST;  1;308391;1286463;2015-08-03;1;R;2015-04-24;1;R;03;2004-01-01
03003;AMA-3;1780;0005;;ST;  2;308391;1286474;2015-08-03;169;R;2015-04-24;169;R;03;2004-01-01
03003;AMA-3;1780;0005;;ST;  3;4338;1286485;2015-08-03;127;R;2015-04-24;126;R;02;2004-01-01
03003;AMA-3;1780;0005;;ST;  4;7822;1906992;2015-08-03;173;R;2015-04-24;171;R;02;2012-07-23
03003;AMA-3;1970;0023;; 1;DCH;296837;1935823;2015-08-06;104;R;2015-05-05;84;R;01;2013-08-19
03003;AMA-3;1780;0005;;EN;  D;111640;1463411;2015-08-03;203;R;2015-04-24;199;R;02;2004-01-01
03003;AMA-3;1970;0002;T;;;2793;1287386;2015-08-06;31;R;2015-04-30;31;R;01;2004-01-01
03003;AMA-3;1970;0002;T; 4;DCH;105635;1737916;2015-08-10;4595;R;2014-11-04;4554;R;01;2007-05-03
03003;AMA-3;1970;0002;T; 3;IZD;105608;1312217;2015-08-06;3048;R;2015-04-30;2988;R;01;2003-12-31
03003;AMA-3;1970;0002;T; 3;DCH;321229;886677;2015-08-06;198;R;2015-04-30;154;R;01;2014-02-01
03003;AMA-3;1970;0002;T; 2;I-I;330515;1713332;2015-08-06;241;R;2015-05-05;146;E;01;2013-02-01
03003;AMA-3;1970;0002;T; 2;I-D;330515;1913927;2015-08-06;224;R;2015-05-05;155;E;01;2013-02-26
03003;AMA-3;1970;0002;T; 2;DCH;296516;754712;2015-08-06;571;E;2015-05-05;571;E;01;1996-12-31
03003;AMA-3;1970;0002;T; 1;IZD;414178;1952815;2015-08-07;672;R;2015-02-09;653;R;02;2011-12-31
03003;AMA-3;1920;0005;; 1;D-A;391557;1710764;2015-07-30;1081;R;2015-05-13;1063;R;01;2007-07-24
03003;AMA-3;1970;0002;T; 1;D-A;259962;1664907;2015-08-06;182;R;2015-04-30;153;R;01;2013-08-05
03003;AMA-3;1970;0002;T; 5;IZD;333796;1972759;2015-08-06;3003;R;2015-05-06;2958;R;01;2014-05-20
03003;AMA-3;1970;0002;D;EN;;414178;1952586;2015-08-07;484;R;2015-04-30;476;R;01;2011-12-31
03003;AMA-3;1970;0002;D; 5;;322525;1183893;2015-08-06;5780;R;2015-04-30;5730;R;01;2002-09-30
03003;AMA-3;1970;0002;D; 4;;174074;1632862;2015-08-06;3404;E;2015-05-05;3404;E;01;2005-12-25
03003;AMA-3;1970;0002;D; 3;;105601;1183871;2015-08-06;8969;R;2015-04-30;8887;R;01;2002-09-30
03003;AMA-3;1970;0002;D; 2;;105597;1183848;2015-08-06;2382;R;2015-04-30;2319;R;01;2002-09-30
03003;AMA-3;1970;0007;; 3;  D;183289;1231576;2015-08-06;1076;R;2015-04-30;1046;R;01;2003-04-01
03003;AMA-3;1970;0002;T; 1;D-B;259962;1925480;2015-08-06;303;R;2015-04-30;270;R;01;2013-05-29
03003;AMA-3;1970;0007;;;;365908;1232193;2015-08-06;16;R;2015-04-30;15;R;01;2003-04-01
03003;AMA-3;1970;0014;; 3;DCH;105771;1059681;2015-08-06;4526;R;2015-02-06;4476;R;01;2001-02-22
03003;AMA-3;1970;0007;; 3;  B;327705;1231532;2015-08-06;804;R;2015-04-30;795;R;01;2003-04-01
03003;AMA-3;1970;0007;; 3;  A;324331;1231510;2015-08-06;609;R;2015-04-30;595;R;01;2003-04-01
03003;AMA-3;1970;0007;; 2;  G;365899;1231452;2015-08-06;452;R;2015-04-30;436;R;01;2003-04-01
03003;AMA-3;1970;0007;; 2;  F;365178;1231430;2015-08-06;805;R;2015-04-30;788;R;01;2003-04-01
03003;AMA-3;1970;0007;; 2;  E;365898;1231429;2015-08-06;71;R;2015-04-30;71;R;01;2003-04-01
03003;AMA-3;1970;0007;; 2;  D;354595;1231383;2015-08-06;1199;R;2015-04-30;1191;R;01;2003-04-01
03003;AMA-3;1970;0007;; 2;  C;152348;1231327;2015-08-06;885;R;2015-04-30;881;R;01;2003-04-01
03003;AMA-3;1970;0002;T; 4;IZD;105615;1335547;2015-08-06;3233;R;2015-04-30;3168;R;01;2004-06-30
03003;AMA-3;1970;0007;; 2;  A;30585;1614504;2015-08-06;75;R;2015-04-30;73;R;01;2006-07-28
03003;AMA-3;1970;0002;T; 5;DCH;56418;754881;2015-08-06;3725;R;2015-04-30;3693;R;01;1996-12-31
03003;AMA-3;1970;0005;;;;337077;1388916;2015-08-06;5412;R;2015-04-29;5266;R;10;2004-07-01
03003;AMA-3;1970;0002;T;BJ;;422521;1950579;2015-08-06;488;R;2015-04-29;483;R;02;2013-12-02
03003;AMA-3;1970;0002;T;BJ;;105637;1136251;2015-04-29;1802;R;2015-02-06;1785;R;02;2002-01-01
03003;AMA-3;1970;0002;T;BJ;;316716;693971;2015-08-06;671;R;2015-04-28;643;R;02;2009-01-02
03003;AMA-3;1970;0002;T;BJ;;85071;1851876;2015-08-07;777;R;2015-04-29;775;R;02;2011-08-03
03003;AMA-3;1920;0005;; 1;D-B;373968;1524774;2015-04-07;885;E;2015-02-04;885;E;01;2005-11-11
03003;AMA-3;1970;0007;; 2;  B;307514;1663846;2015-08-06;466;R;2015-04-30;456;R;01;2007-10-30
03003;AMA-3;1920;0008;; 2;DCH;42466;719688;2015-08-04;1160;R;2015-06-11;1140;R;01;2009-12-02
03003;AMA-3;1920;0007;; 3;DCH;104549;61312;2015-07-29;8708;R;2015-04-22;8652;R;01;1980-01-01
03003;AMA-3;1920;0007;; 3;IZD;104550;1033578;2015-07-29;187;R;2015-04-22;187;R;01;2000-10-01
03003;AMA-3;1920;0007;; 4;DCH;104552;1345333;2015-07-30;2592;R;2015-04-22;2522;R;01;2004-04-01
03003;AMA-3;1920;0007;; 4;IZD;149085;900742;2015-07-30;5136;R;2015-04-22;5112;R;01;1999-03-16
03003;AMA-3;1920;0007;; 5;DCH;6135;61356;2015-07-29;2278;R;2015-05-04;2249;R;01;1980-01-01
03003;AMA-3;1920;0007;; 5;IZD;349864;1039598;2015-05-06;609;R;2015-02-05;597;R;01;2006-06-15
03003;AMA-3;1920;0007;;BJ;;343973;919739;2015-07-30;656;R;2015-04-22;635;R;02;1999-05-20
03003;AMA-3;1770;0001;;BJ;;422521;1950557;2015-08-06;6;R;2015-04-27;6;R;08;2013-12-02
03003;AMA-3;1920;0008;; 1;IZD;152358;1939007;2015-07-29;902;R;2015-05-04;902;R;01;2013-04-27
03003;AMA-3;1920;0007;; 1;IZD;336139;1299098;2015-07-29;268;R;2015-05-08;267;R;01;2004-01-01
03003;AMA-3;1920;0008;; 2;IZD;368910;1328658;2015-07-29;2661;R;2015-04-22;2638;R;01;2004-02-18
03003;AMA-3;1920;0008;; 3;DCH;104565;440553;2015-07-29;2439;R;2015-04-22;2412;R;01;1991-04-30
03003;AMA-3;1920;0008;; 3;IZD;336075;1562545;2015-04-22;1885;R;2015-02-04;1867;R;01;2003-10-05
03003;AMA-3;1920;0008;; 4;DCH;104567;1169377;2015-07-29;1509;R;2015-04-22;1475;R;01;2002-04-01
03003;AMA-3;1920;0008;; 4;IZD;415175;1892771;2015-07-30;1515;R;2015-05-04;1489;R;01;2011-10-25
03003;AMA-3;1920;0008;;BJ;DCH;296052;577559;2015-07-30;1715;R;2015-04-22;1700;R;02;1994-08-31
03003;AMA-3;1920;0008;;EN;DCH;423474;1959101;2015-07-29;365;R;2015-05-04;360;R;01;2014-01-13
03003;AMA-3;1920;0008;;EN;IZD;104579;1299134;2015-04-22;678;R;2015-02-04;665;R;01;2004-01-01
03003;AMA-3;1920;0008;; 1;DCH;360225;1566092;2015-07-29;9086;E;2015-05-04;9086;E;01;2006-02-10
03003;AMA-3;1920;0005;; 5;CTR;41436;899622;2015-07-29;3371;R;2015-04-22;3331;R;01;1999-01-01
03003;AMA-3;1920;0005;; 1;D-B;422780;2007434;2015-07-29;885;E;2015-04-21;885;E;01;2015-04-08
03003;AMA-3;1920;0005;; 1;IZD;173019;1299054;2015-07-29;1093;R;2015-04-22;1058;R;01;2004-01-01
03003;AMA-3;1920;0005;; 2;CTR;59180;444135;2015-07-29;1429;R;2015-04-22;1394;R;01;1991-08-31
03003;AMA-3;1920;0005;; 2;DCH;59180;444146;2015-08-05;3327;R;2015-04-22;3302;R;01;1991-08-31
03003;AMA-3;1920;0005;; 2;IZD;190357;746524;2015-07-29;1548;R;2015-04-22;1515;R;01;1997-04-22
03003;AMA-3;1920;0005;; 3;DCH;6117;61174;2015-07-29;8078;R;2015-04-22;8015;R;01;1980-01-01
03003;AMA-3;1920;0005;; 3;IZD;399847;1764396;2015-07-29;1011;R;2015-05-04;952;R;01;2009-06-19
03003;AMA-3;1920;0005;; 4;CTR;366674;1241215;2015-07-29;978;R;2015-05-07;971;R;01;2003-05-08
03003;AMA-3;1920;0007;; 2;IZD;369552;1333585;2015-07-29;130;R;2015-05-04;130;R;01;2003-11-01
03003;AMA-3;1920;0005;; 4;IZD;6118;1299087;2015-07-29;1459;R;2015-04-22;1432;R;01;2004-01-01
03003;AMA-3;1920;0007;; 2;DCH;419848;1955905;2015-07-29;761;R;2015-05-04;725;R;01;2013-11-11
03003;AMA-3;1920;0005;; 5;DCH;104500;1069466;2015-09-08;1321;R;2015-02-04;1296;R;01;2001-04-01
03003;AMA-3;1920;0005;; 5;IZD;422492;1948685;2015-07-29;2127;R;2015-04-22;2105;R;01;2013-09-23
03003;AMA-3;1920;0005;;EN;DCH;179503;1829435;2015-07-29;1919;R;2015-04-22;1885;R;01;2010-11-06
03003;AMA-3;1920;0005;;EN;IZD;104505;659782;2015-07-29;2409;R;2015-04-22;2384;R;01;1995-12-12
03003;AMA-3;1920;0007;; 1;DCH;331019;849876;2015-07-29;2861;R;2015-02-04;2826;R;01;1998-09-24
03003;AMA-3;1970;0007;; 3;  E;42259;1231587;2015-08-06;813;R;2015-04-30;812;R;01;2003-04-01
03003;AMA-3;1920;0005;; 4;DCH;6120;61209;2015-07-29;2947;R;2015-04-22;2918;R;01;1980-01-01
03003;AMA-3;1970;0010;; 4;  A;180958;1391029;2015-08-27;417;R;2015-05-19;403;R;01;2004-07-01
03003;AMA-3;1970;0010;;BJ;;346280;1884210;2015-04-28;229;R;2015-02-06;226;R;02;2012-02-01
03003;AMA-3;1970;0010;;BJ;;367409;1957774;2015-08-06;5325;R;2015-04-28;5325;R;02;2013-12-31
03003;AMA-3;1970;0010;;BJ;;13258;1957785;2015-08-06;1983;R;2015-04-28;1976;R;02;2013-12-31
03003;AMA-3;1970;0010;; 7;;343816;1782905;2015-08-06;78;R;2015-05-08;77;R;01;2009-01-24
03003;AMA-3;1970;0010;; 6;  B;105725;1287444;2015-08-06;2269;R;2015-05-05;2243;R;01;2004-01-01
03003;AMA-3;1970;0010;; 6;  A;402255;1976591;2015-08-06;2515;R;2015-05-08;2503;R;01;2013-07-10
03003;AMA-3;1970;0010;; 5;  B;151197;1299178;2015-09-02;372;R;2015-05-05;341;R;01;2012-02-06
03003;AMA-3;1970;0008;;BJ;  6;296267;1929335;2015-08-06;59;R;2015-04-28;50;R;02;2013-11-05
03003;AMA-3;1970;0010;; 4;  B;109901;764213;2015-08-06;876;R;2015-05-05;868;R;01;1997-07-11
03003;AMA-3;1970;0012;; 2;DCH;150994;1672935;2015-08-06;9252;R;2015-05-05;9230;R;01;2008-01-08
03003;AMA-3;1970;0010;; 3;  B;105719;1738691;2015-08-21;347;R;2015-05-06;322;R;01;2011-08-02
03003;AMA-3;1970;0010;; 3;  A;72409;1239025;2015-08-07;1784;R;2015-05-06;1758;R;01;2003-04-01
03003;AMA-3;1970;0010;; 2;  B;62629;1885019;2015-08-06;956;R;2015-05-05;955;R;01;2012-02-22
03003;AMA-3;1970;0010;; 2;  A;200146;1832491;2015-08-06;1252;R;2015-05-05;1227;R;01;2011-03-29
03003;AMA-3;1970;0010;; 1;B-C;105712;1379350;2015-08-17;1039;R;2015-05-06;1032;R;02;2003-02-04
03003;AMA-3;1970;0010;; 1;;2754;1422812;2015-08-06;97;R;2015-05-05;95;R;02;2004-10-01
03003;AMA-3;1970;0010;;;;2754;1309557;2015-08-07;13;E;2015-05-05;13;E;01;2004-01-16
03003;AMA-3;1970;0007;; 3;  C;127880;1823857;2015-08-06;447;R;2015-04-30;429;R;01;2009-12-30
